"date","city","population","migration_rate","median_income","created_at"
"2016-03-01","Vancouver",2585090,"18.98","40700.00","2025-11-05 07:48:55.684194"
"2016-03-01","Victoria",384800,"18.98","44866.67","2025-11-05 07:48:55.684194"
"2016-03-01","Winnipeg",806186,"14.19","41700.00","2025-11-05 07:48:55.684194"
"2016-04-01","Calgary",1437710,"36.35","48600.00","2025-11-05 07:48:55.684194"
"2016-04-01","Edmonton",1364673,"36.35","49300.00","2025-11-05 07:48:55.684194"
"2016-04-01","Ottawa",1407766,"66.49","50900.00","2025-11-05 07:48:55.684194"
"2016-04-01","Toronto",6122329,"66.49","38000.00","2025-11-05 07:48:55.684194"
"2016-04-01","Vancouver",2585090,"18.98","40700.00","2025-11-05 07:48:55.684194"
"2016-04-01","Victoria",384800,"18.98","44866.67","2025-11-05 07:48:55.684194"
"2016-04-01","Winnipeg",806186,"14.19","41700.00","2025-11-05 07:48:55.684194"
"2016-05-01","Calgary",1437710,"36.35","48600.00","2025-11-05 07:48:55.684194"
"2016-05-01","Edmonton",1364673,"36.35","49300.00","2025-11-05 07:48:55.684194"
"2016-05-01","Ottawa",1407766,"66.49","50900.00","2025-11-05 07:48:55.684194"
"2016-05-01","Toronto",6122329,"66.49","38000.00","2025-11-05 07:48:55.684194"
"2016-05-01","Vancouver",2585090,"18.98","40700.00","2025-11-05 07:48:55.684194"
"2016-05-01","Victoria",384800,"18.98","44866.67","2025-11-05 07:48:55.684194"
"2016-05-01","Winnipeg",806186,"14.19","41700.00","2025-11-05 07:48:55.684194"
"2016-06-01","Calgary",1437710,"36.35","48600.00","2025-11-05 07:48:55.684194"
"2016-06-01","Edmonton",1364673,"36.35","49300.00","2025-11-05 07:48:55.684194"
"2016-06-01","Ottawa",1407766,"66.49","50900.00","2025-11-05 07:48:55.684194"
"2016-06-01","Toronto",6122329,"66.49","38000.00","2025-11-05 07:48:55.684194"
"2016-06-01","Vancouver",2585090,"18.98","40700.00","2025-11-05 07:48:55.684194"
"2016-06-01","Victoria",384800,"18.98","44866.67","2025-11-05 07:48:55.684194"
"2016-06-01","Winnipeg",806186,"14.19","41700.00","2025-11-05 07:48:55.684194"
"2016-07-01","Calgary",1437710,"36.35","48600.00","2025-11-05 07:48:55.684194"
"2016-07-01","Edmonton",1364673,"36.35","49300.00","2025-11-05 07:48:55.684194"
"2016-07-01","Ottawa",1407766,"66.49","50900.00","2025-11-05 07:48:55.684194"
"2016-07-01","Toronto",6122329,"66.49","38000.00","2025-11-05 07:48:55.684194"
"2016-07-01","Vancouver",2585090,"18.98","40700.00","2025-11-05 07:48:55.684194"
"2016-07-01","Victoria",384800,"18.98","44866.67","2025-11-05 07:48:55.684194"
"2016-07-01","Winnipeg",806186,"14.19","41700.00","2025-11-05 07:48:55.684194"
"2016-08-01","Calgary",1437710,"36.35","48600.00","2025-11-05 07:48:55.684194"
"2016-08-01","Edmonton",1364673,"36.35","49300.00","2025-11-05 07:48:55.684194"
"2016-08-01","Ottawa",1407766,"66.49","50900.00","2025-11-05 07:48:55.684194"
"2016-08-01","Toronto",6122329,"66.49","38000.00","2025-11-05 07:48:55.684194"
"2016-08-01","Vancouver",2585090,"18.98","40700.00","2025-11-05 07:48:55.684194"
"2016-08-01","Victoria",384800,"18.98","44866.67","2025-11-05 07:48:55.684194"
"2016-08-01","Winnipeg",806186,"14.19","41700.00","2025-11-05 07:48:55.684194"
"2016-09-01","Calgary",1437710,"36.35","48600.00","2025-11-05 07:48:55.684194"
"2016-09-01","Edmonton",1364673,"36.35","49300.00","2025-11-05 07:48:55.684194"
"2016-09-01","Ottawa",1407766,"66.49","50900.00","2025-11-05 07:48:55.684194"
"2016-09-01","Toronto",6122329,"66.49","38000.00","2025-11-05 07:48:55.684194"
"2016-09-01","Vancouver",2585090,"18.98","40700.00","2025-11-05 07:48:55.684194"
"2016-09-01","Victoria",384800,"18.98","44866.67","2025-11-05 07:48:55.684194"
"2016-09-01","Winnipeg",806186,"14.19","41700.00","2025-11-05 07:48:55.684194"
"2016-10-01","Calgary",1437710,"36.35","48600.00","2025-11-05 07:48:55.684194"
"2016-10-01","Edmonton",1364673,"36.35","49300.00","2025-11-05 07:48:55.684194"
"2016-10-01","Ottawa",1407766,"66.49","50900.00","2025-11-05 07:48:55.684194"
"2016-10-01","Toronto",6122329,"66.49","38000.00","2025-11-05 07:48:55.684194"
"2016-10-01","Vancouver",2585090,"18.98","40700.00","2025-11-05 07:48:55.684194"
"2016-10-01","Victoria",384800,"18.98","44866.67","2025-11-05 07:48:55.684194"
"2016-10-01","Winnipeg",806186,"14.19","41700.00","2025-11-05 07:48:55.684194"
"2016-11-01","Calgary",1437710,"36.35","48600.00","2025-11-05 07:48:55.684194"
"2016-11-01","Edmonton",1364673,"36.35","49300.00","2025-11-05 07:48:55.684194"
"2016-11-01","Ottawa",1407766,"66.49","50900.00","2025-11-05 07:48:55.684194"
"2016-11-01","Toronto",6122329,"66.49","38000.00","2025-11-05 07:48:55.684194"
"2016-11-01","Vancouver",2585090,"18.98","40700.00","2025-11-05 07:48:55.684194"
"2016-11-01","Victoria",384800,"18.98","44866.67","2025-11-05 07:48:55.684194"
"2016-11-01","Winnipeg",806186,"14.19","41700.00","2025-11-05 07:48:55.684194"
"2016-12-01","Calgary",1437710,"36.35","48600.00","2025-11-05 07:48:55.684194"
"2016-12-01","Edmonton",1364673,"36.35","49300.00","2025-11-05 07:48:55.684194"
"2016-12-01","Ottawa",1407766,"66.49","50900.00","2025-11-05 07:48:55.684194"
"2016-12-01","Toronto",6122329,"66.49","38000.00","2025-11-05 07:48:55.684194"
"2016-12-01","Vancouver",2585090,"18.98","40700.00","2025-11-05 07:48:55.684194"
"2016-12-01","Victoria",384800,"18.98","44866.67","2025-11-05 07:48:55.684194"
"2016-12-01","Winnipeg",806186,"14.19","41700.00","2025-11-05 07:48:55.684194"
"2017-01-01","Calgary",1453860,"27.99","51100.00","2025-11-05 07:48:55.684194"
"2017-01-01","Edmonton",1388606,"27.99","50300.00","2025-11-05 07:48:55.684194"
"2017-01-01","Ottawa",1437124,"67.56","50800.00","2025-11-05 07:48:55.684194"
"2017-01-01","Toronto",6202798,"67.56","40600.00","2025-11-05 07:48:55.684194"
"2017-01-01","Vancouver",2619630,"16.46","41500.00","2025-11-05 07:48:55.684194"
"2017-01-01","Victoria",390727,"16.46","46150.00","2025-11-05 07:48:55.684194"
"2017-01-01","Winnipeg",821697,"11.44","42600.00","2025-11-05 07:48:55.684194"
"2017-02-01","Calgary",1453860,"27.99","51100.00","2025-11-05 07:48:55.684194"
"2017-02-01","Edmonton",1388606,"27.99","50300.00","2025-11-05 07:48:55.684194"
"2017-02-01","Ottawa",1437124,"67.56","50800.00","2025-11-05 07:48:55.684194"
"2017-02-01","Toronto",6202798,"67.56","40600.00","2025-11-05 07:48:55.684194"
"2017-02-01","Vancouver",2619630,"16.46","41500.00","2025-11-05 07:48:55.684194"
"2017-02-01","Victoria",390727,"16.46","46150.00","2025-11-05 07:48:55.684194"
"2017-02-01","Winnipeg",821697,"11.44","42600.00","2025-11-05 07:48:55.684194"
"2017-03-01","Calgary",1453860,"27.99","51100.00","2025-11-05 07:48:55.684194"
"2017-03-01","Edmonton",1388606,"27.99","50300.00","2025-11-05 07:48:55.684194"
"2017-03-01","Ottawa",1437124,"67.56","50800.00","2025-11-05 07:48:55.684194"
"2017-03-01","Toronto",6202798,"67.56","40600.00","2025-11-05 07:48:55.684194"
"2017-03-01","Vancouver",2619630,"16.46","41500.00","2025-11-05 07:48:55.684194"
"2017-03-01","Victoria",390727,"16.46","46150.00","2025-11-05 07:48:55.684194"
"2017-03-01","Winnipeg",821697,"11.44","42600.00","2025-11-05 07:48:55.684194"
"2017-04-01","Calgary",1453860,"27.99","51100.00","2025-11-05 07:48:55.684194"
"2017-04-01","Edmonton",1388606,"27.99","50300.00","2025-11-05 07:48:55.684194"
"2017-04-01","Ottawa",1437124,"67.56","50800.00","2025-11-05 07:48:55.684194"
"2017-04-01","Toronto",6202798,"67.56","40600.00","2025-11-05 07:48:55.684194"
"2017-04-01","Vancouver",2619630,"16.46","41500.00","2025-11-05 07:48:55.684194"
"2017-04-01","Victoria",390727,"16.46","46150.00","2025-11-05 07:48:55.684194"
"2017-04-01","Winnipeg",821697,"11.44","42600.00","2025-11-05 07:48:55.684194"
"2017-05-01","Calgary",1453860,"27.99","51100.00","2025-11-05 07:48:55.684194"
"2017-05-01","Edmonton",1388606,"27.99","50300.00","2025-11-05 07:48:55.684194"
"2017-05-01","Ottawa",1437124,"67.56","50800.00","2025-11-05 07:48:55.684194"
"2017-05-01","Toronto",6202798,"67.56","40600.00","2025-11-05 07:48:55.684194"
"2017-05-01","Vancouver",2619630,"16.46","41500.00","2025-11-05 07:48:55.684194"
"2017-05-01","Victoria",390727,"16.46","46150.00","2025-11-05 07:48:55.684194"
"2017-05-01","Winnipeg",821697,"11.44","42600.00","2025-11-05 07:48:55.684194"
"2017-06-01","Calgary",1453860,"27.99","51100.00","2025-11-05 07:48:55.684194"
"2017-06-01","Edmonton",1388606,"27.99","50300.00","2025-11-05 07:48:55.684194"
"2017-06-01","Ottawa",1437124,"67.56","50800.00","2025-11-05 07:48:55.684194"
"2017-06-01","Toronto",6202798,"67.56","40600.00","2025-11-05 07:48:55.684194"
"2017-06-01","Vancouver",2619630,"16.46","41500.00","2025-11-05 07:48:55.684194"
"2017-06-01","Victoria",390727,"16.46","46150.00","2025-11-05 07:48:55.684194"
"2017-06-01","Winnipeg",821697,"11.44","42600.00","2025-11-05 07:48:55.684194"
"2017-07-01","Calgary",1453860,"27.99","51100.00","2025-11-05 07:48:55.684194"
"2017-07-01","Edmonton",1388606,"27.99","50300.00","2025-11-05 07:48:55.684194"
"2017-07-01","Ottawa",1437124,"67.56","50800.00","2025-11-05 07:48:55.684194"
"2017-07-01","Toronto",6202798,"67.56","40600.00","2025-11-05 07:48:55.684194"
"2017-07-01","Vancouver",2619630,"16.46","41500.00","2025-11-05 07:48:55.684194"
"2017-07-01","Victoria",390727,"16.46","46150.00","2025-11-05 07:48:55.684194"
"2017-07-01","Winnipeg",821697,"11.44","42600.00","2025-11-05 07:48:55.684194"
"2017-08-01","Calgary",1453860,"27.99","51100.00","2025-11-05 07:48:55.684194"
"2017-08-01","Edmonton",1388606,"27.99","50300.00","2025-11-05 07:48:55.684194"
"2017-08-01","Ottawa",1437124,"67.56","50800.00","2025-11-05 07:48:55.684194"
"2017-08-01","Toronto",6202798,"67.56","40600.00","2025-11-05 07:48:55.684194"
"2017-08-01","Vancouver",2619630,"16.46","41500.00","2025-11-05 07:48:55.684194"
"2017-08-01","Victoria",390727,"16.46","46150.00","2025-11-05 07:48:55.684194"
"2017-08-01","Winnipeg",821697,"11.44","42600.00","2025-11-05 07:48:55.684194"
"2017-09-01","Calgary",1453860,"27.99","51100.00","2025-11-05 07:48:55.684194"
"2017-09-01","Edmonton",1388606,"27.99","50300.00","2025-11-05 07:48:55.684194"
"2017-09-01","Ottawa",1437124,"67.56","50800.00","2025-11-05 07:48:55.684194"
"2017-09-01","Toronto",6202798,"67.56","40600.00","2025-11-05 07:48:55.684194"
"2017-09-01","Vancouver",2619630,"16.46","41500.00","2025-11-05 07:48:55.684194"
"2017-09-01","Victoria",390727,"16.46","46150.00","2025-11-05 07:48:55.684194"
"2017-09-01","Winnipeg",821697,"11.44","42600.00","2025-11-05 07:48:55.684194"
"2017-10-01","Calgary",1453860,"27.99","51100.00","2025-11-05 07:48:55.684194"
"2017-10-01","Edmonton",1388606,"27.99","50300.00","2025-11-05 07:48:55.684194"
"2017-10-01","Ottawa",1437124,"67.56","50800.00","2025-11-05 07:48:55.684194"
"2017-10-01","Toronto",6202798,"67.56","40600.00","2025-11-05 07:48:55.684194"
"2017-10-01","Vancouver",2619630,"16.46","41500.00","2025-11-05 07:48:55.684194"
"2017-10-01","Victoria",390727,"16.46","46150.00","2025-11-05 07:48:55.684194"
"2017-10-01","Winnipeg",821697,"11.44","42600.00","2025-11-05 07:48:55.684194"
"2017-11-01","Calgary",1453860,"27.99","51100.00","2025-11-05 07:48:55.684194"
"2017-11-01","Edmonton",1388606,"27.99","50300.00","2025-11-05 07:48:55.684194"
"2017-11-01","Ottawa",1437124,"67.56","50800.00","2025-11-05 07:48:55.684194"
"2017-11-01","Toronto",6202798,"67.56","40600.00","2025-11-05 07:48:55.684194"
"2017-11-01","Vancouver",2619630,"16.46","41500.00","2025-11-05 07:48:55.684194"
"2017-11-01","Victoria",390727,"16.46","46150.00","2025-11-05 07:48:55.684194"
"2017-11-01","Winnipeg",821697,"11.44","42600.00","2025-11-05 07:48:55.684194"
"2017-12-01","Calgary",1453860,"27.99","51100.00","2025-11-05 07:48:55.684194"
"2017-12-01","Edmonton",1388606,"27.99","50300.00","2025-11-05 07:48:55.684194"
"2017-12-01","Ottawa",1437124,"67.56","50800.00","2025-11-05 07:48:55.684194"
"2017-12-01","Toronto",6202798,"67.56","40600.00","2025-11-05 07:48:55.684194"
"2017-12-01","Vancouver",2619630,"16.46","41500.00","2025-11-05 07:48:55.684194"
"2017-12-01","Victoria",390727,"16.46","46150.00","2025-11-05 07:48:55.684194"
"2017-12-01","Winnipeg",821697,"11.44","42600.00","2025-11-05 07:48:55.684194"
"2018-01-01","Calgary",1475716,"29.56","49300.00","2025-11-05 07:48:55.684194"
"2018-01-01","Edmonton",1412415,"29.56","49500.00","2025-11-05 07:48:55.684194"
"2018-01-01","Ottawa",1466353,"94.00","53200.00","2025-11-05 07:48:55.684194"
"2018-01-01","Toronto",6313488,"94.00","40600.00","2025-11-05 07:48:55.684194"
"2018-01-01","Vancouver",2663557,"25.22","42400.00","2025-11-05 07:48:55.684194"
"2018-01-01","Victoria",397109,"25.22","46250.00","2025-11-05 07:48:55.684194"
"2018-01-01","Winnipeg",835049,"12.58","42500.00","2025-11-05 07:48:55.684194"
"2018-02-01","Calgary",1475716,"29.56","49300.00","2025-11-05 07:48:55.684194"
"2018-02-01","Edmonton",1412415,"29.56","49500.00","2025-11-05 07:48:55.684194"
"2018-02-01","Ottawa",1466353,"94.00","53200.00","2025-11-05 07:48:55.684194"
"2018-02-01","Toronto",6313488,"94.00","40600.00","2025-11-05 07:48:55.684194"
"2018-02-01","Vancouver",2663557,"25.22","42400.00","2025-11-05 07:48:55.684194"
"2018-02-01","Victoria",397109,"25.22","46250.00","2025-11-05 07:48:55.684194"
"2018-02-01","Winnipeg",835049,"12.58","42500.00","2025-11-05 07:48:55.684194"
"2018-03-01","Calgary",1475716,"29.56","49300.00","2025-11-05 07:48:55.684194"
"2018-03-01","Edmonton",1412415,"29.56","49500.00","2025-11-05 07:48:55.684194"
"2018-03-01","Ottawa",1466353,"94.00","53200.00","2025-11-05 07:48:55.684194"
"2018-03-01","Toronto",6313488,"94.00","40600.00","2025-11-05 07:48:55.684194"
"2018-03-01","Vancouver",2663557,"25.22","42400.00","2025-11-05 07:48:55.684194"
"2018-03-01","Victoria",397109,"25.22","46250.00","2025-11-05 07:48:55.684194"
"2018-03-01","Winnipeg",835049,"12.58","42500.00","2025-11-05 07:48:55.684194"
"2018-04-01","Calgary",1475716,"29.56","49300.00","2025-11-05 07:48:55.684194"
"2018-04-01","Edmonton",1412415,"29.56","49500.00","2025-11-05 07:48:55.684194"
"2018-04-01","Ottawa",1466353,"94.00","53200.00","2025-11-05 07:48:55.684194"
"2018-04-01","Toronto",6313488,"94.00","40600.00","2025-11-05 07:48:55.684194"
"2018-04-01","Vancouver",2663557,"25.22","42400.00","2025-11-05 07:48:55.684194"
"2018-04-01","Victoria",397109,"25.22","46250.00","2025-11-05 07:48:55.684194"
"2018-04-01","Winnipeg",835049,"12.58","42500.00","2025-11-05 07:48:55.684194"
"2018-05-01","Calgary",1475716,"29.56","49300.00","2025-11-05 07:48:55.684194"
"2018-05-01","Edmonton",1412415,"29.56","49500.00","2025-11-05 07:48:55.684194"
"2018-05-01","Ottawa",1466353,"94.00","53200.00","2025-11-05 07:48:55.684194"
"2018-05-01","Toronto",6313488,"94.00","40600.00","2025-11-05 07:48:55.684194"
"2018-05-01","Vancouver",2663557,"25.22","42400.00","2025-11-05 07:48:55.684194"
"2018-05-01","Victoria",397109,"25.22","46250.00","2025-11-05 07:48:55.684194"
"2018-05-01","Winnipeg",835049,"12.58","42500.00","2025-11-05 07:48:55.684194"
"2018-06-01","Calgary",1475716,"29.56","49300.00","2025-11-05 07:48:55.684194"
"2018-06-01","Edmonton",1412415,"29.56","49500.00","2025-11-05 07:48:55.684194"
"2018-06-01","Ottawa",1466353,"94.00","53200.00","2025-11-05 07:48:55.684194"
"2018-06-01","Toronto",6313488,"94.00","40600.00","2025-11-05 07:48:55.684194"
"2018-06-01","Vancouver",2663557,"25.22","42400.00","2025-11-05 07:48:55.684194"
"2018-06-01","Victoria",397109,"25.22","46250.00","2025-11-05 07:48:55.684194"
"2018-06-01","Winnipeg",835049,"12.58","42500.00","2025-11-05 07:48:55.684194"
"2018-07-01","Calgary",1475716,"29.56","49300.00","2025-11-05 07:48:55.684194"
"2018-07-01","Edmonton",1412415,"29.56","49500.00","2025-11-05 07:48:55.684194"
"2018-07-01","Ottawa",1466353,"94.00","53200.00","2025-11-05 07:48:55.684194"
"2018-07-01","Toronto",6313488,"94.00","40600.00","2025-11-05 07:48:55.684194"
"2018-07-01","Vancouver",2663557,"25.22","42400.00","2025-11-05 07:48:55.684194"
"2018-07-01","Victoria",397109,"25.22","46250.00","2025-11-05 07:48:55.684194"
"2018-07-01","Winnipeg",835049,"12.58","42500.00","2025-11-05 07:48:55.684194"
"2018-08-01","Calgary",1475716,"29.56","49300.00","2025-11-05 07:48:55.684194"
"2018-08-01","Edmonton",1412415,"29.56","49500.00","2025-11-05 07:48:55.684194"
"2018-08-01","Ottawa",1466353,"94.00","53200.00","2025-11-05 07:48:55.684194"
"2018-08-01","Toronto",6313488,"94.00","40600.00","2025-11-05 07:48:55.684194"
"2018-08-01","Vancouver",2663557,"25.22","42400.00","2025-11-05 07:48:55.684194"
"2018-08-01","Victoria",397109,"25.22","46250.00","2025-11-05 07:48:55.684194"
"2018-08-01","Winnipeg",835049,"12.58","42500.00","2025-11-05 07:48:55.684194"
"2018-09-01","Calgary",1475716,"29.56","49300.00","2025-11-05 07:48:55.684194"
"2018-09-01","Edmonton",1412415,"29.56","49500.00","2025-11-05 07:48:55.684194"
"2018-09-01","Ottawa",1466353,"94.00","53200.00","2025-11-05 07:48:55.684194"
"2018-09-01","Toronto",6313488,"94.00","40600.00","2025-11-05 07:48:55.684194"
"2018-09-01","Vancouver",2663557,"25.22","42400.00","2025-11-05 07:48:55.684194"
"2018-09-01","Victoria",397109,"25.22","46250.00","2025-11-05 07:48:55.684194"
"2018-09-01","Winnipeg",835049,"12.58","42500.00","2025-11-05 07:48:55.684194"
"2018-10-01","Calgary",1475716,"29.56","49300.00","2025-11-05 07:48:55.684194"
"2018-10-01","Edmonton",1412415,"29.56","49500.00","2025-11-05 07:48:55.684194"
"2018-10-01","Ottawa",1466353,"94.00","53200.00","2025-11-05 07:48:55.684194"
"2018-10-01","Toronto",6313488,"94.00","40600.00","2025-11-05 07:48:55.684194"
"2018-10-01","Vancouver",2663557,"25.22","42400.00","2025-11-05 07:48:55.684194"
"2018-10-01","Victoria",397109,"25.22","46250.00","2025-11-05 07:48:55.684194"
"2018-10-01","Winnipeg",835049,"12.58","42500.00","2025-11-05 07:48:55.684194"
"2018-11-01","Calgary",1475716,"29.56","49300.00","2025-11-05 07:48:55.684194"
"2018-11-01","Edmonton",1412415,"29.56","49500.00","2025-11-05 07:48:55.684194"
"2018-11-01","Ottawa",1466353,"94.00","53200.00","2025-11-05 07:48:55.684194"
"2018-11-01","Toronto",6313488,"94.00","40600.00","2025-11-05 07:48:55.684194"
"2018-11-01","Vancouver",2663557,"25.22","42400.00","2025-11-05 07:48:55.684194"
"2018-11-01","Victoria",397109,"25.22","46250.00","2025-11-05 07:48:55.684194"
"2018-11-01","Winnipeg",835049,"12.58","42500.00","2025-11-05 07:48:55.684194"
"2018-12-01","Calgary",1475716,"29.56","49300.00","2025-11-05 07:48:55.684194"
"2018-12-01","Edmonton",1412415,"29.56","49500.00","2025-11-05 07:48:55.684194"
"2018-12-01","Ottawa",1466353,"94.00","53200.00","2025-11-05 07:48:55.684194"
"2018-12-01","Toronto",6313488,"94.00","40600.00","2025-11-05 07:48:55.684194"
"2018-12-01","Vancouver",2663557,"25.22","42400.00","2025-11-05 07:48:55.684194"
"2018-12-01","Victoria",397109,"25.22","46250.00","2025-11-05 07:48:55.684194"
"2018-12-01","Winnipeg",835049,"12.58","42500.00","2025-11-05 07:48:55.684194"
"2019-01-01","Calgary",1503295,"31.62","50500.00","2025-11-05 07:48:55.684194"
"2019-01-01","Edmonton",1438636,"31.62","47000.00","2025-11-05 07:48:55.684194"
"2019-01-01","Ottawa",1496791,"112.19","53500.00","2025-11-05 07:48:55.684194"
"2019-01-01","Toronto",6426293,"112.19","40300.00","2025-11-05 07:48:55.684194"
"2019-01-01","Vancouver",2715494,"32.48","43300.00","2025-11-05 07:48:55.684194"
"2019-01-01","Victoria",403868,"32.48","46283.33","2025-11-05 07:48:55.684194"
"2019-01-01","Winnipeg",847015,"16.32","43100.00","2025-11-05 07:48:55.684194"
"2019-02-01","Calgary",1503295,"31.62","50500.00","2025-11-05 07:48:55.684194"
"2019-02-01","Edmonton",1438636,"31.62","47000.00","2025-11-05 07:48:55.684194"
"2019-02-01","Ottawa",1496791,"112.19","53500.00","2025-11-05 07:48:55.684194"
"2019-02-01","Toronto",6426293,"112.19","40300.00","2025-11-05 07:48:55.684194"
"2019-02-01","Vancouver",2715494,"32.48","43300.00","2025-11-05 07:48:55.684194"
"2019-02-01","Victoria",403868,"32.48","46283.33","2025-11-05 07:48:55.684194"
"2019-02-01","Winnipeg",847015,"16.32","43100.00","2025-11-05 07:48:55.684194"
"2019-03-01","Calgary",1503295,"31.62","50500.00","2025-11-05 07:48:55.684194"
"2019-03-01","Edmonton",1438636,"31.62","47000.00","2025-11-05 07:48:55.684194"
"2019-03-01","Ottawa",1496791,"112.19","53500.00","2025-11-05 07:48:55.684194"
"2019-03-01","Toronto",6426293,"112.19","40300.00","2025-11-05 07:48:55.684194"
"2019-03-01","Vancouver",2715494,"32.48","43300.00","2025-11-05 07:48:55.684194"
"2019-03-01","Victoria",403868,"32.48","46283.33","2025-11-05 07:48:55.684194"
"2019-03-01","Winnipeg",847015,"16.32","43100.00","2025-11-05 07:48:55.684194"
"2019-04-01","Calgary",1503295,"31.62","50500.00","2025-11-05 07:48:55.684194"
"2019-04-01","Edmonton",1438636,"31.62","47000.00","2025-11-05 07:48:55.684194"
"2019-04-01","Ottawa",1496791,"112.19","53500.00","2025-11-05 07:48:55.684194"
"2019-04-01","Toronto",6426293,"112.19","40300.00","2025-11-05 07:48:55.684194"
"2019-04-01","Vancouver",2715494,"32.48","43300.00","2025-11-05 07:48:55.684194"
"2019-04-01","Victoria",403868,"32.48","46283.33","2025-11-05 07:48:55.684194"
"2019-04-01","Winnipeg",847015,"16.32","43100.00","2025-11-05 07:48:55.684194"
"2019-05-01","Calgary",1503295,"31.62","50500.00","2025-11-05 07:48:55.684194"
"2019-05-01","Edmonton",1438636,"31.62","47000.00","2025-11-05 07:48:55.684194"
"2019-05-01","Ottawa",1496791,"112.19","53500.00","2025-11-05 07:48:55.684194"
"2019-05-01","Toronto",6426293,"112.19","40300.00","2025-11-05 07:48:55.684194"
"2019-05-01","Vancouver",2715494,"32.48","43300.00","2025-11-05 07:48:55.684194"
"2019-05-01","Victoria",403868,"32.48","46283.33","2025-11-05 07:48:55.684194"
"2019-05-01","Winnipeg",847015,"16.32","43100.00","2025-11-05 07:48:55.684194"
"2019-06-01","Calgary",1503295,"31.62","50500.00","2025-11-05 07:48:55.684194"
"2019-06-01","Edmonton",1438636,"31.62","47000.00","2025-11-05 07:48:55.684194"
"2019-06-01","Ottawa",1496791,"112.19","53500.00","2025-11-05 07:48:55.684194"
"2019-06-01","Toronto",6426293,"112.19","40300.00","2025-11-05 07:48:55.684194"
"2019-06-01","Vancouver",2715494,"32.48","43300.00","2025-11-05 07:48:55.684194"
"2019-06-01","Victoria",403868,"32.48","46283.33","2025-11-05 07:48:55.684194"
"2019-06-01","Winnipeg",847015,"16.32","43100.00","2025-11-05 07:48:55.684194"
"2019-07-01","Calgary",1503295,"31.62","50500.00","2025-11-05 07:48:55.684194"
"2019-07-01","Edmonton",1438636,"31.62","47000.00","2025-11-05 07:48:55.684194"
"2019-07-01","Ottawa",1496791,"112.19","53500.00","2025-11-05 07:48:55.684194"
"2019-07-01","Toronto",6426293,"112.19","40300.00","2025-11-05 07:48:55.684194"
"2019-07-01","Vancouver",2715494,"32.48","43300.00","2025-11-05 07:48:55.684194"
"2019-07-01","Victoria",403868,"32.48","46283.33","2025-11-05 07:48:55.684194"
"2019-07-01","Winnipeg",847015,"16.32","43100.00","2025-11-05 07:48:55.684194"
"2019-08-01","Calgary",1503295,"31.62","50500.00","2025-11-05 07:48:55.684194"
"2019-08-01","Edmonton",1438636,"31.62","47000.00","2025-11-05 07:48:55.684194"
"2019-08-01","Ottawa",1496791,"112.19","53500.00","2025-11-05 07:48:55.684194"
"2019-08-01","Toronto",6426293,"112.19","40300.00","2025-11-05 07:48:55.684194"
"2019-08-01","Vancouver",2715494,"32.48","43300.00","2025-11-05 07:48:55.684194"
"2019-08-01","Victoria",403868,"32.48","46283.33","2025-11-05 07:48:55.684194"
"2019-08-01","Winnipeg",847015,"16.32","43100.00","2025-11-05 07:48:55.684194"
"2019-09-01","Calgary",1503295,"31.62","50500.00","2025-11-05 07:48:55.684194"
"2019-09-01","Edmonton",1438636,"31.62","47000.00","2025-11-05 07:48:55.684194"
"2019-09-01","Ottawa",1496791,"112.19","53500.00","2025-11-05 07:48:55.684194"
"2019-09-01","Toronto",6426293,"112.19","40300.00","2025-11-05 07:48:55.684194"
"2019-09-01","Vancouver",2715494,"32.48","43300.00","2025-11-05 07:48:55.684194"
"2019-09-01","Victoria",403868,"32.48","46283.33","2025-11-05 07:48:55.684194"
"2019-09-01","Winnipeg",847015,"16.32","43100.00","2025-11-05 07:48:55.684194"
"2019-10-01","Calgary",1503295,"31.62","50500.00","2025-11-05 07:48:55.684194"
"2019-10-01","Edmonton",1438636,"31.62","47000.00","2025-11-05 07:48:55.684194"
"2019-10-01","Ottawa",1496791,"112.19","53500.00","2025-11-05 07:48:55.684194"
"2019-10-01","Toronto",6426293,"112.19","40300.00","2025-11-05 07:48:55.684194"
"2019-10-01","Vancouver",2715494,"32.48","43300.00","2025-11-05 07:48:55.684194"
"2019-10-01","Victoria",403868,"32.48","46283.33","2025-11-05 07:48:55.684194"
"2019-10-01","Winnipeg",847015,"16.32","43100.00","2025-11-05 07:48:55.684194"
"2019-11-01","Calgary",1503295,"31.62","50500.00","2025-11-05 07:48:55.684194"
"2019-11-01","Edmonton",1438636,"31.62","47000.00","2025-11-05 07:48:55.684194"
"2019-11-01","Ottawa",1496791,"112.19","53500.00","2025-11-05 07:48:55.684194"
"2019-11-01","Toronto",6426293,"112.19","40300.00","2025-11-05 07:48:55.684194"
"2019-11-01","Vancouver",2715494,"32.48","43300.00","2025-11-05 07:48:55.684194"
"2019-11-01","Victoria",403868,"32.48","46283.33","2025-11-05 07:48:55.684194"
"2019-11-01","Winnipeg",847015,"16.32","43100.00","2025-11-05 07:48:55.684194"
"2019-12-01","Calgary",1503295,"31.62","50500.00","2025-11-05 07:48:55.684194"
"2019-12-01","Edmonton",1438636,"31.62","47000.00","2025-11-05 07:48:55.684194"
"2019-12-01","Ottawa",1496791,"112.19","53500.00","2025-11-05 07:48:55.684194"
